Regulator	Target	MI	pvalue
Zdhhc14	Fam20a	1.5237603977147294	1.6986412276764895E-10
Gli2	Atcayos	2.8017114897432576	1.6986412276764895E-10
Irx5	P2ry10b	2.3473019797553922	1.6986412276764895E-10
Tcf15	AC113458.1	1.5909277166118319	0.03263817847320993
Hnf4a	Myo18b	2.256771763238572	2.1949162487544527E-5
Wt1	Ebf3	1.8316786619015388	1.6986412276764895E-10
Gata3	Aldh1a1	1.2426588464368182	0.03263817847320993
Hey2	Nkx2-2	2.147422260750428	0.03263817847320993
Zc3h12d	Cpxm2	1.440619978055313	1.6986412276764895E-10
Cux2	Gm45323	1.5134397478409156	0.03263817847320993
Hey2	Sox11	2.220619085318488	9.044750415299063E-4
Irf4	Sult2a1	1.594297132887655	9.229284003708926E-9
Myt1	Lgr4	0.7541674115118825	0.03263817847320993
Irf4	Sult2a6	1.6160622405076868	1.6986412276764895E-10
Nr4a3	B230334C09Rik	1.9374413544748637	2.1949162487544527E-5
E2f7	Acnat1	1.7123974564317472	4.737510383989729E-7
Trerf1	Kif20b	0.6768871029681828	0.03263817847320993
Gata4	Tshr	1.5351925588095356	4.737510383989729E-7
Nkx2-2	Fcer2a	2.123889528651244	0.03263817847320993
Prdm1	Tm6sf1	1.9108917882382683	4.737510383989729E-7
Irx5	Samsn1	1.9220788382460388	9.044750415299063E-4
Prrx1	Mrvi1	1.478974834650388	0.03263817847320993
Zfp804a	Lurap1l	1.520176814849546	9.044750415299063E-4
Foxo1	Klf5	1.2130961767005894	4.737510383989729E-7
Kcnh8	Nkain2	0.9341263055686928	0.03263817847320993
E2f7	Kcng3	1.5890705844208304	9.229284003708926E-9
Top2a	Gzmk	1.6769626342091062	0.03263817847320993
Gli2	Pvalb	2.39105179888724	4.737510383989729E-7
Klf7	Tfec	1.3886711395601985	9.229284003708926E-9
Tcf15	Fam124b	1.7755212629733195	1.6986412276764895E-10
Irf4	Pfkfb3	1.499216973605021	9.229284003708926E-9
Tal1	Vamp5	1.9930035869580773	1.6986412276764895E-10
Cux2	Sv2c	1.4340498692705963	0.03263817847320993
Zfp831	Cldn10	2.0032431979525405	9.044750415299063E-4
Hnf1b	Gm28653	2.5655326901858686	0.03263817847320993
E2f7	Kcnk6	1.5776445853396328	0.03263817847320993
Zfp804a	Sema3g	1.2303823839191284	9.044750415299063E-4
Hlf	Gjb1	1.7874889314624127	2.1949162487544527E-5
Tfap2b	Slc31a1	1.857740846341343	9.229284003708926E-9
Prdm16	H19	1.7670251048255665	2.1949162487544527E-5
Wt1	Dagla	1.5864761585491993	1.6986412276764895E-10
Lmo2	Tspan15	1.8369697706426815	1.6986412276764895E-10
Zfp831	Adgrg1	2.0386291632196385	4.737510383989729E-7
Vav1	Cmklr1	2.368916210374158	1.6986412276764895E-10
Ikzf1	Syk	2.058426330306954	4.737510383989729E-7
App	Nrgn	0.9469482639334681	0.03263817847320993
Nkx2-2	Gm7609	2.7069812202393257	4.737510383989729E-7
Irx5	Atcayos	1.6471591417503675	2.1949162487544527E-5
Isl1	Col23a1	1.6241730433323425	0.03263817847320993
Zmynd15	Prag1	1.7319875487786345	9.044750415299063E-4
Npas2	Krt7	1.0771226731762666	9.044750415299063E-4
Irf5	Dgkg	1.3099033579869432	0.03263817847320993
Prdm1	Cysltr1	1.7521796910414256	0.03263817847320993
Ebf3	Celf2	1.1394549862542012	2.1949162487544527E-5
Tfap2b	Dock3	2.0637860557336927	1.6986412276764895E-10
Egr3	Gm36660	1.499303857971842	9.044750415299063E-4
Gli1	Crispld1	1.2663114925329233	9.044750415299063E-4
Aff3	Hnf4aos	1.5215800660891876	9.044750415299063E-4
E2f7	Kcnn3	1.5042616497961911	0.03263817847320993
Ebf3	Sh2b2	1.4453054523855509	0.03263817847320993
Cux2	Zdbf2	1.4464036534031874	4.737510383989729E-7
Zmynd15	Ptgs1	1.7641613488091867	2.1949162487544527E-5
Tcf15	Ms4a1	1.8117421492669492	1.6986412276764895E-10
Casz1	Sntg1	1.5742213103323301	9.044750415299063E-4
Klf5	Tmem45a	1.522930220455743	2.1949162487544527E-5
Rorb	Epha7	1.7831113841041812	4.737510383989729E-7
Nr4a2	Retn	2.018120877621053	4.737510383989729E-7
Isl1	Mmp13	2.3319926138604137	1.6986412276764895E-10
Prdm1	Otulinl	1.8340004382810815	2.1949162487544527E-5
Irf5	H2-Aa	1.870210453967327	9.229284003708926E-9
Sox6	Acss3	1.3572655271681846	9.229284003708926E-9
Lmo2	Gm15270	1.7068370128586963	1.6986412276764895E-10
Lyl1	Nfam1	2.0199203288869025	1.6986412276764895E-10
Gli2	Aox3	1.430718023607184	9.229284003708926E-9
Runx1t1	Irak2	1.3092525610059886	9.044750415299063E-4
Lmo2	Samsn1	1.7844505711186218	9.229284003708926E-9
Gli2	Lncbate1	1.6617486900351122	4.737510383989729E-7
Klf2	Cxcl16	1.679165455843755	1.6986412276764895E-10
Sox11	Tgm5	2.781120494654089	0.03263817847320993
Klf5	H19	1.3352259047500774	0.03263817847320993
Hnf4a	Gm20319	1.7850644659806412	9.229284003708926E-9
Klf5	A730056A06Rik	1.5892742278113794	9.229284003708926E-9
Tfec	Plk2	1.9587485462817869	9.229284003708926E-9
Prrx1	Atp10d	1.5326822901546686	4.737510383989729E-7
Slc26a3	Folr1	1.2782379876190473	0.03263817847320993
Runx3	Hnf4aos	1.532565921067106	0.03263817847320993
Nr1i3	Nctc1	2.331493615168935	4.737510383989729E-7
Lmo2	Gm27201	1.8198911352110059	1.6986412276764895E-10
Hnf4a	Elovl2	2.2773073782504936	1.6986412276764895E-10
Tfap2b	Gm49353	1.6960697254258388	9.229284003708926E-9
Tfec	Hephl1	1.8464842490819866	1.6986412276764895E-10
Maf	Naip2	1.774599468453416	1.6986412276764895E-10
Sox11	Hacl1	2.0385783553567265	9.044750415299063E-4
Mafb	Mill2	1.2799035596450847	9.229284003708926E-9
Tfap2b	Ampd3	1.8523632801612695	0.03263817847320993
Hmga2	9630002D21Rik	1.4780435442504984	1.6986412276764895E-10
Zdhhc14	Mylk	1.3823560240403119	9.044750415299063E-4
Nkx2-2	Grin2b	1.7437722762303485	2.1949162487544527E-5
Nr5a2	Apod	1.6717297007679761	1.6986412276764895E-10
Lhx6	Rgs14	1.5357274103855272	9.044750415299063E-4
Lmo2	Lep	1.4476258108326323	4.737510383989729E-7
Spi1	Gm3164	1.799102618614576	2.1949162487544527E-5
Hlf	Tpx2	1.922065618475551	1.6986412276764895E-10
Esrrg	Pdlim3	0.9286097333210612	0.03263817847320993
Myt1l	Kif14	1.4710824977288826	0.03263817847320993
Zfp804a	Slco2b1	1.374955006883372	2.1949162487544527E-5
Klf7	Sncaip	1.502402203848274	4.737510383989729E-7
Nfatc2	Colq	1.8739317014232637	9.229284003708926E-9
Cux2	Gm47847	1.5541994833269859	4.737510383989729E-7
Bcl6b	Tlr13	2.024079695937882	1.6986412276764895E-10
Runx1t1	Cp	1.9110899363196463	1.6986412276764895E-10
Prdm1	Plscr2	2.130419386716046	1.6986412276764895E-10
Gli1	Dagla	2.33853525669933	1.6986412276764895E-10
Hey2	Hif3a	1.530953590610583	4.737510383989729E-7
Npas3	Shroom4	1.1669024212402523	4.737510383989729E-7
Mecom	AC113458.1	1.616288666582714	9.044750415299063E-4
Wt1	Ttn	1.6529474164323206	9.229284003708926E-9
Pax5	Fabp3	1.4067422737202921	1.6986412276764895E-10
Zfp385b	Bmper	1.1742771295713248	2.1949162487544527E-5
Runx2	Neat1	0.7108280980514586	4.737510383989729E-7
Nr1i3	Hao1	1.7721318552078102	4.737510383989729E-7
Npas3	Mmp13	1.4819146399851524	0.03263817847320993
Ikzf1	Lyz2	1.7512786467412358	4.737510383989729E-7
Wt1	Trf	1.6644912560185774	1.6986412276764895E-10
Nkx2-2	Gm21057	2.825956425568972	2.1949162487544527E-5
Rorb	March11	1.9687327009346671	1.6986412276764895E-10
Nr3c2	Dnah17	1.247957437750119	9.229284003708926E-9
Ikzf1	Ptprc	2.042742993087582	1.6986412276764895E-10
Sox17	Ccdc88b	1.7715750881922876	1.6986412276764895E-10
Tcf15	Slc28a2	2.3063197556393455	1.6986412276764895E-10
Bnc1	Cyp2b10	1.6341421562379697	2.1949162487544527E-5
Cers6	Galnt18	1.179391014530174	2.1949162487544527E-5
Nr3c2	Klra4	1.1902453087620495	9.044750415299063E-4
Mitf	Ugt1a10	1.6600528321120613	2.1949162487544527E-5
Nr5a2	Pou2af1	1.6879799620484575	4.737510383989729E-7
Casz1	Dlgap3	1.5378343668910273	2.1949162487544527E-5
Nr2f2	Clec9a	1.66453195498924	9.229284003708926E-9
Runx3	Slamf7	1.961590304731693	1.6986412276764895E-10
Zdhhc14	Stk17b	1.3580973734564732	4.737510383989729E-7
E2f7	Cdh12	1.9203199467013983	9.044750415299063E-4
Zfp804a	Epha7	1.7802863762711256	9.229284003708926E-9
Zfp804a	Dock10	1.6660788379987377	9.044750415299063E-4
Klf5	Ctnna3	1.2779528468714771	1.6986412276764895E-10
Hmga2	Plcl2	0.8423623149700793	2.1949162487544527E-5
Gli2	Cd79a	1.9789288707708959	1.6986412276764895E-10
Gli2	Gm16263	1.4094119596149983	9.229284003708926E-9
Nr5a2	Ehd3	1.8763677141654607	2.1949162487544527E-5
Zfpm2	Hsd17b6	1.1098114089841238	0.03263817847320993
Ets2	Clec7a	1.8110341774247627	0.03263817847320993
Tfap2b	Otud7a	1.9073185579493972	2.1949162487544527E-5
Klf5	Gm17167	1.831128555771387	1.6986412276764895E-10
Nr5a2	Gm17745	2.080522183050709	1.6986412276764895E-10
Pknox2	Nrgn	2.040638575953238	9.044750415299063E-4
Zdhhc14	Hist1h2ad	1.3687146824307894	4.737510383989729E-7
Isl1	Zdbf2	2.015241840433498	1.6986412276764895E-10
Zmynd15	Mx1	1.8231694325828416	4.737510383989729E-7
Zbtb16	Nhsl2	0.9444537970423595	2.1949162487544527E-5
Ets2	Clec9a	2.3353984278095847	1.6986412276764895E-10
Tfec	Abhd2	0.6679497478910102	4.737510383989729E-7
Nr1i3	Fgf14	1.530729058768425	9.044750415299063E-4
Mkx	Snhg11	1.6223285017400992	2.1949162487544527E-5
Meox2	Myh1	1.593372760795396	4.737510383989729E-7
Gli2	Olfr1033	1.492336657398846	4.737510383989729E-7
Lmo2	Ripor2	1.5406567437114123	0.03263817847320993
Ets2	Clec4n	1.9273391455154987	1.6986412276764895E-10
Nkx2-2	L1cam	2.2015448971374667	4.737510383989729E-7
Irf5	Ptpn22	2.0278777942834605	1.6986412276764895E-10
Hnf4a	Hsd17b13	1.7335575259056575	1.6986412276764895E-10
Runx3	Hck	2.5595087363511433	1.6986412276764895E-10
Zfp831	Gm16070	1.4635514724704173	4.737510383989729E-7
Gli2	Gxylt2	1.5532846835656686	4.737510383989729E-7
Runx1t1	Nexn	1.3474650417624783	2.1949162487544527E-5
Zmynd15	Apold1	1.7492859225532373	2.1949162487544527E-5
Mafb	Megf6	1.4723196512239478	4.737510383989729E-7
Runx3	Lair1	2.4146615051710825	9.229284003708926E-9
Lmo2	Oit3	1.4607351883453903	0.03263817847320993
Meox2	Tcf15	1.8213222049163509	4.737510383989729E-7
Hmga2	1700025G04Rik	1.1712576930752883	2.1949162487544527E-5
Sox11	Itpkb	1.6381591079214608	0.03263817847320993
Top2a	Tpx2	2.138722583978408	1.6986412276764895E-10
Zfp804a	Dpp10	1.5327875138864127	1.6986412276764895E-10
Slc26a3	2010001K21Rik	1.3864266268454837	1.6986412276764895E-10
Nkx2-2	Usp9y	2.2810961844036948	2.1949162487544527E-5
Sox6	AC157910.3	1.3021069846916735	2.1949162487544527E-5
Slc26a3	Trhde	1.1384752344747078	4.737510383989729E-7
Nkx2-2	Myom2	2.417297123558376	9.044750415299063E-4
Ebf2	Nrg4	1.5790258912982733	2.1949162487544527E-5
Nr1i3	Kirrel3	1.1959305516539116	9.044750415299063E-4
Klf5	Olfr1033	1.5833903978222534	1.6986412276764895E-10
Vav1	Ly6a	1.9143245954991994	2.1949162487544527E-5
Vav1	Ly86	2.3382594040169957	1.6986412276764895E-10
Irx5	Fam167b	2.0552923956791793	4.737510383989729E-7
Sox10	Crnde	1.5810466337948548	9.044750415299063E-4
Zfp831	Keg1	1.8052743312715611	9.229284003708926E-9
Pax5	Stat4	1.5084625597450674	2.1949162487544527E-5
Erg	Ms4a7	2.0081919066747	0.03263817847320993
Zmat4	Alk	2.3585087757550673	9.044750415299063E-4
Zc3h12d	Rasgrf2	1.9725965728479962	2.1949162487544527E-5
Lhx6	Ces2g	1.882455489508385	0.03263817847320993
Nkx2-2	Usp18	2.68064265558472	0.03263817847320993
Zmynd15	Cd244a	1.7527881894897976	9.229284003708926E-9
Zmynd15	Sema3d	1.9494663949304993	1.6986412276764895E-10
Tfec	P2ry10	1.5309022757999007	0.03263817847320993
Tsc22d3	Lgmn	1.3410422146239884	9.044750415299063E-4
Myb	Crhr2	2.634733879382973	9.229284003708926E-9
Gata3	Unc5d	1.9112330257930137	1.6986412276764895E-10
Gata4	Myoz1	1.845522010368829	1.6986412276764895E-10
Tfap2b	Syt17	2.08309487842821	2.1949162487544527E-5
Tfap2b	Syt16	2.0245866491748656	2.1949162487544527E-5
Gata3	Unc80	2.473769834481304	1.6986412276764895E-10
Ahr	Gm4951	1.7771641923517447	2.1949162487544527E-5
Zdhhc14	Pdgfrb	1.4914460576573425	1.6986412276764895E-10
Myt1l	Olfm3	2.0044005437715557	9.229284003708926E-9
Tfec	Trhde	1.6526149696035557	1.6986412276764895E-10
Nr1i3	Ces3a	2.2744839760993285	4.737510383989729E-7
Zmynd15	Ly9	1.7123007231660208	1.6986412276764895E-10
Gata4	Cadm3	1.7519218968092105	0.03263817847320993
E2f7	Kynu	1.3238662324848756	0.03263817847320993
Gli2	Nrgn	2.3630258475082657	0.03263817847320993
Pax2	Dagla	2.232578055647994	0.03263817847320993
Pou2f2	Cdh10	1.4031544790372144	2.1949162487544527E-5
Irf5	Sirpb1a	1.778920567008445	9.229284003708926E-9
Sox17	Cd200r1	2.135272864557535	9.044750415299063E-4
Prdm16	Mug1	1.6756152165309084	4.737510383989729E-7
Zdbf2	Gm45323	2.0924159111342853	4.737510383989729E-7
E2f7	Ism1	1.4701247308075178	4.737510383989729E-7
Pbx1	Meis2	0.4886797565751201	9.229284003708926E-9
Bcl6b	Gm32688	1.7229767230394617	2.1949162487544527E-5
Pou2f2	Vmn2r96	1.5635115279080978	2.1949162487544527E-5
Tfec	Nrgn	1.643136679901392	4.737510383989729E-7
Irf4	Ugt2b36	1.4270194484552545	0.03263817847320993
Tfap2b	Lin7a	2.3216300526915967	1.6986412276764895E-10
Top2a	Brca1	2.085508560468915	1.6986412276764895E-10
Ets2	Pkib	1.6561581202404243	9.044750415299063E-4
Irf4	Art3	1.5563098191642544	9.229284003708926E-9
Gli1	Gm5627	1.9320245567552843	4.737510383989729E-7
Notch4	Mx1	1.9573598334831175	9.229284003708926E-9
Zfp385b	Erbb4	1.5447685404244154	1.6986412276764895E-10
Egr1	A730056A06Rik	1.7788944898553563	2.1949162487544527E-5
Tcf15	9130410C08Rik	1.4643788497679762	9.229284003708926E-9
Rorb	Dnajc6	1.919695226192266	9.229284003708926E-9
Isl1	Smc2	1.747252559980347	4.737510383989729E-7
Nkx2-2	Epb41l4b	2.0110876036865077	2.1949162487544527E-5
Rorb	Ttk	1.6345523228664054	2.1949162487544527E-5
Prrx1	Abca8b	1.3602546755740605	0.03263817847320993
Klf2	Lvrn	1.6111244173614485	2.1949162487544527E-5
Myt1l	Stac	2.309968677957469	1.6986412276764895E-10
Vav1	Lyl1	2.1466494130640035	1.6986412276764895E-10
Tfec	Sirpa	1.7608129713448932	1.6986412276764895E-10
Notch4	Milr1	1.771523052366715	9.044750415299063E-4
Notch3	Tat	1.454397474855504	1.6986412276764895E-10
Gli1	Clec2d	1.459423903493905	1.6986412276764895E-10
Zfp423	Stk32b	1.884571732610948	9.044750415299063E-4
Tcf4	Cdc14a	0.6328090144722232	0.03263817847320993
Ahr	I830077J02Rik	1.7301413998161876	2.1949162487544527E-5
Hey2	Kank3	2.0960664629665047	1.6986412276764895E-10
Zc3h12d	Tlr13	2.0882923324501346	4.737510383989729E-7
St18	Elavl4	2.372056339901777	2.1949162487544527E-5
Nr1i3	9030622O22Rik	2.111936062646701	9.044750415299063E-4
Top2a	Col23a1	1.6434004520289467	2.1949162487544527E-5
Egr3	Lmo2	1.4589816256419765	0.03263817847320993
Rorb	Tox	1.6888677389098452	4.737510383989729E-7
Prrx1	Folh1	1.5642226651858282	0.03263817847320993
Elk3	Cd200	1.8345492806476749	9.044750415299063E-4
Isl1	Hmmr	1.7789669370506676	2.1949162487544527E-5
Maf	Arsj	1.6229262128154105	1.6986412276764895E-10
Zbtb16	Egflam	1.170319626816316	1.6986412276764895E-10
Irx5	Gm49767	2.15437577680647	9.229284003708926E-9
Lhx6	Rassf4	1.837776645229289	0.03263817847320993
Lhx6	Rassf2	1.675652730930313	9.044750415299063E-4
Irx5	Gm35154	2.179126565895175	9.044750415299063E-4
Prdm16	Igf2	1.6210000361265888	2.1949162487544527E-5
Zmynd15	Sema7a	1.7425699977204943	1.6986412276764895E-10
Nr1i3	Myom2	2.331961787079037	2.1949162487544527E-5
Npas3	Olfr111	1.4637216655562277	2.1949162487544527E-5
Pbx1	Fam167b	0.4490935560464697	0.03263817847320993
Ppara	Irx3	1.0125350080491695	2.1949162487544527E-5
Ahr	A830012C17Rik	1.5446020519050154	4.737510383989729E-7
Trerf1	Gna14	0.7343195406232231	0.03263817847320993
Atad2	E2f7	1.8022269481036215	1.6986412276764895E-10
Slc26a3	Ftcd	1.2407579744104107	0.03263817847320993
Zfp804a	Dach2	1.8791747157548855	9.229284003708926E-9
Nr4a3	E230032D23Rik	1.8934094720753478	2.1949162487544527E-5
Irf5	Dscaml1	1.3027477792917708	0.03263817847320993
Klf2	Mmp12	1.7199608001089497	2.1949162487544527E-5
Scand1	Egr1	1.7393757605733473	4.737510383989729E-7
Hmga2	Gm47847	1.3582734448024614	9.044750415299063E-4
Runx2	Otc	1.0241426507603046	9.044750415299063E-4
Notch1	Mpeg1	1.8626762482211139	9.229284003708926E-9
Mitf	Gm34921	1.6312029946931426	0.03263817847320993
Tal1	Slamf6	1.8095853465376603	9.044750415299063E-4
Gli2	Olfml1	1.8038105999956178	4.737510383989729E-7
Zc3h12d	Clec9a	1.7631344811020206	0.03263817847320993
Lmo2	Folr1	1.5531448411938054	2.1949162487544527E-5
Tcf7l1	Slc1a1	1.5126481042564983	0.03263817847320993
Tcf15	Vtcn1	1.537167464401382	4.737510383989729E-7
E2f7	Adamts19	1.86461765776482	1.6986412276764895E-10
Npas3	Gm42303	1.5377494173729516	4.737510383989729E-7
Gata4	Mis18bp1	1.5043210687444326	9.044750415299063E-4
Bnc1	Upk1b	1.9095865516606423	1.6986412276764895E-10
Vav1	Clec1a	1.8616722692343441	4.737510383989729E-7
Nkx2-2	Pcdh11x	1.7336406900717014	9.044750415299063E-4
Tal1	Rgl1	1.6300811399130548	9.044750415299063E-4
Pax3	E230032D23Rik	2.9286856179376297	0.03263817847320993
Ebf3	mt-Co1	1.0846062694203953	0.03263817847320993
Chd5	Gm11884	2.054139524058877	0.03263817847320993
Ahr	Samd9l	1.6346644652584423	4.737510383989729E-7
Tfcp2l1	Agpat2	1.9857603197733873	9.044750415299063E-4
Mlxipl	Ahsg	1.5353160360510805	2.1949162487544527E-5
E2f7	Kif23	1.7320655772861184	0.03263817847320993
Gli1	Tmprss2	1.9290608375789042	0.03263817847320993
Bnc1	Upk3b	2.1255244543358827	1.6986412276764895E-10
Nr5a2	Ccn4	1.5130882739447655	2.1949162487544527E-5
Egr3	Flrt3	2.202323153329218	1.6986412276764895E-10
Irx5	Plvap	2.3800833515757596	1.6986412276764895E-10
Vav1	Lrrc25	2.0451392547188796	9.229284003708926E-9
Tsc22d3	Gm18870	1.4985605922810774	0.03263817847320993
Sox17	Kcnj15	1.8645374056798514	4.737510383989729E-7
Runx1t1	Tec	1.8136455981878445	9.229284003708926E-9
Vav1	Tmem156	2.024099114447884	4.737510383989729E-7
Nr5a2	Kcna6	1.8637874111703543	1.6986412276764895E-10
Fosb	Tdo2	1.4978179124543125	1.6986412276764895E-10
Npas3	Nfat5	0.52006246601853	0.03263817847320993
Fosb	Plg	1.5260314378854551	1.6986412276764895E-10
Lhx6	Lsp1	1.6466653611412678	4.737510383989729E-7
Pax2	Tfcp2l1	2.256058674116754	0.03263817847320993
Sox11	Aass	2.0425063744498066	2.1949162487544527E-5
Aff3	Stk17b	1.694919715631589	9.044750415299063E-4
Sox17	Afap1l1	1.7750439939613643	0.03263817847320993
Vav1	Clec7a	1.8907075800468718	0.03263817847320993
Nr5a1	Fads2	0.6996489451347595	9.044750415299063E-4
Sox17	F13a1	2.1502397578245707	0.03263817847320993
Nkx2-2	Tmcc2	1.8193762708655847	2.1949162487544527E-5
Nr1i3	Pklr	2.6123548652025423	1.6986412276764895E-10
Rora	Mast4	0.3442459513754332	2.1949162487544527E-5
Lmo2	Clec1b	1.738394111999768	9.229284003708926E-9
Nkx2-2	Cadm3	2.2328828451850873	1.6986412276764895E-10
Nkx2-2	Cadm2	1.641294057474924	0.03263817847320993
Ebf3	Sorbs1	1.2253201571141124	2.1949162487544527E-5
Mafb	Rflnb	1.4166031644035388	2.1949162487544527E-5
Aff3	Myom2	1.5036004271921688	4.737510383989729E-7
Egr3	Akr1c18	1.3089580960586211	1.6986412276764895E-10
Hnf4a	Sult2a6	1.701680111236711	9.044750415299063E-4
Nkx2-2	Myoz2	2.179230103300432	2.1949162487544527E-5
Nkx2-2	Myoz1	2.2380807434227425	4.737510383989729E-7
Irf4	Aspg	1.6546301149807907	9.229284003708926E-9
Atad2	Mis18bp1	1.644901841829012	0.03263817847320993
Irf4	Ppargc1b	1.5673003456090637	0.03263817847320993
Irf4	Ppargc1a	1.6596539906231331	1.6986412276764895E-10
Mkx	Gas2l3	1.40914793844608	9.044750415299063E-4
Zmynd15	Gm8995	1.6676303649080115	9.044750415299063E-4
Rora	Gramd1b	0.47966088256169037	1.6986412276764895E-10
Glis3	Gm13629	1.6798153623555148	9.044750415299063E-4
Myt1l	Dgkg	2.054198918124189	9.044750415299063E-4
Ets1	Rhoj	2.311276791156721	1.6986412276764895E-10
Zmynd15	Hs3st3a1	1.9098215500671603	1.6986412276764895E-10
Tfec	P3h2	1.2629884939973002	9.229284003708926E-9
Zdbf2	Gm45455	2.056949935841471	9.229284003708926E-9
Tfcp2l1	Nrap	2.439844681251868	9.229284003708926E-9
Cbfa2t3	Dchs2	1.5599555238028484	2.1949162487544527E-5
Vav1	Arhgap30	2.0774708926317325	1.6986412276764895E-10
Zdhhc14	Prrx1	1.2955953734851111	0.03263817847320993
Pax5	Nid2	1.5051617423346353	1.6986412276764895E-10
Zc3h12d	A630001G21Rik	1.926653767333684	1.6986412276764895E-10
Rarg	9430041J12Rik	1.4150631220157905	1.6986412276764895E-10
Spi1	Mir142hg	2.1278131490509837	4.737510383989729E-7
Cux2	Gm26522	1.6101330569168013	9.229284003708926E-9
Myt1	Mkx	1.6876394312912513	9.229284003708926E-9
Hnf1b	Itih4	2.7029730735731228	1.6986412276764895E-10
Vav1	Oas2	2.204291125436599	1.6986412276764895E-10
Runx3	G6pc	1.4961293123005923	9.229284003708926E-9
Pax8	Ckm	2.322663920256123	1.6986412276764895E-10
Rorb	Pld5	2.025731843260169	1.6986412276764895E-10
Zbtb16	Npr3	1.001168660514066	0.03263817847320993
Peg3	Gm42031	1.6852455996259637	4.737510383989729E-7
Lef1	Slc39a12	1.3457280401316398	1.6986412276764895E-10
Notch3	Nctc1	1.5734617094319336	4.737510383989729E-7
Nr4a2	Nctc1	1.9969032576052843	0.03263817847320993
Nr4a2	Ntm	1.5211237701731313	0.03263817847320993
Ikzf1	Pilra	2.0502864912317884	4.737510383989729E-7
Ahr	Musk	1.69942280759917	1.6986412276764895E-10
Foxp2	Fosb	1.504152150868763	2.1949162487544527E-5
Mlxipl	Cps1	1.7986009948738713	1.6986412276764895E-10
Tfec	Csf1	1.507614059974377	2.1949162487544527E-5
Npas2	Slpi	0.9298372268813887	0.03263817847320993
Nrk	Mypn	1.490188971568776	1.6986412276764895E-10
Ppara	Ccl9	1.1261963292302666	9.229284003708926E-9
Irf4	Slc39a8	1.5978292433509553	1.6986412276764895E-10
Rorb	Sntg1	1.7513294320075632	9.229284003708926E-9
Ebf3	Ddo	1.2404480454499367	9.044750415299063E-4
Tbx20	Soga3	2.190713706773072	9.044750415299063E-4
Nkx2-2	Slc22a4	2.320351602328702	2.1949162487544527E-5
Ahr	Axl	1.6465620707052206	2.1949162487544527E-5
Erg	Arhgap25	1.9350746967872063	0.03263817847320993
Zc3h12d	Fermt3	1.9328455255780816	1.6986412276764895E-10
Spi1	Olfr111	1.9737906617513548	1.6986412276764895E-10
Tal1	Prdm1	1.8838533782046938	1.6986412276764895E-10
Tbx5	Hepacam2	1.2195488810949768	0.03263817847320993
Zdhhc14	Tjp2	1.426625719511273	9.229284003708926E-9
Klf2	Dcstamp	1.7258214244925136	9.229284003708926E-9
Notch3	Ttr	1.470181906597327	2.1949162487544527E-5
Isl1	Hs6st2	1.8531631751541	1.6986412276764895E-10
Rorb	Apba1	1.6714975316355376	9.229284003708926E-9
Rorb	Grm4	1.5504100355054173	9.044750415299063E-4
Ebf3	Dcn	1.8833014649405464	1.6986412276764895E-10
E2f7	Kif15	1.778025854084494	9.044750415299063E-4
E2f7	Kif14	1.8171777098527575	9.229284003708926E-9
Fosb	Car5b	1.8995336433076546	1.6986412276764895E-10
Irx5	Gpr174	1.612547201497519	9.044750415299063E-4
Hivep3	Myt1	1.4234945237963506	1.6986412276764895E-10
Tcf15	Rbp7	1.4348342212224263	2.1949162487544527E-5
Fosb	Ptn	1.7719196410241225	1.6986412276764895E-10
Rarg	Mertk	1.2976093928876549	4.737510383989729E-7
Tcf15	Gbp5	1.2715569185199322	9.044750415299063E-4
